Year_N,Age_of_Driver_N,Age_of_Vehicle_N,Accident_Area_Type_C,On_road_object_hit_C,Off_road_object_hit _C,Junction_Location_C,Car_Make_C,Driver_Sex_C,Vehicle_Manoeuvre_C,Vehicle_Type_C,Point_of_Impact_C,Cost_of_Incident_N,Weeks_to_Repair_N
2005,28,9,Urban area,Kerb,Lamp post,Not at or within 20 metres of junction,AUDI,Male,Going ahead right-hand bend,Car,Front,483,5
2005,61,1,Urban area,Kerb,Tree,Cleared junction or waiting/parked at junction exit,NISSAN,Female,Turning left,Car,Front,419,11
2005,23,5,Urban area,Kerb,Near/Offside crash barrier,Approaching junction or waiting/parked at junction approach,MERCEDES,Female,Going ahead other,Car,Nearside,242,4
2005,34,13,Urban area,Parked vehicle,Other permanent object,Approaching junction or waiting/parked at junction approach,NISSAN,Male,Going ahead other,Car,Front,217,5
2005,54,2,Urban area,Bollard or refuge,Other permanent object,Approaching junction or waiting/parked at junction approach,AUDI,Male,Turning left,Car,Front,688,1
2005,64,7,Urban area,Bollard or refuge,Other permanent object,Mid Junction - on roundabout or on main road,NISSAN,Female,Going ahead other,Car,Back,615,1
2005,34,12,Urban area,Kerb,Other permanent object,Cleared junction or waiting/parked at junction exit,PEUGEOT,Female,Going ahead right-hand bend,Car,Front,652,8
2005,70,11,Urban area,Bridge (side),Other permanent object,Not at or within 20 metres of junction,ROVER,Male,Going ahead other,Car,Nearside,217,11
2005,67,6,Urban area,Bollard or refuge,Road sign or traffic signal,Leaving roundabout,NISSAN,Female,Going ahead left-hand bend,Car,Front,727,4
2005,17,9,Urban area,Bollard or refuge,Road sign or traffic signal,Approaching junction or waiting/parked at junction approach,VOLVO,Male,Going ahead other,Car,Front,505,11
2005,47,11,Urban area,Kerb,Other permanent object,Mid Junction - on roundabout or on main road,FORD,Male,Moving off,Minibus,Back,621,10
2005,29,2,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,PEUGEOT,Male,Going ahead other,Car,Front,658,11
2005,80,3,Urban area,Kerb,Lamp post,Approaching junction or waiting/parked at junction approach,RENAULT,Male,Going ahead left-hand bend,Car,Offside,760,12
2005,78,12,Urban area,Parked vehicle,Other permanent object,Cleared junction or waiting/parked at junction exit,CITROEN,Male,Overtaking static vehicle - offside,Car,Front,324,12
2005,76,11,Urban area,Bollard or refuge,Other permanent object,Not at or within 20 metres of junction,FIAT,Male,Going ahead right-hand bend,Car,Nearside,509,0
2005,80,8,Urban area,Kerb,Other permanent object,Mid Junction - on roundabout or on main road,RENAULT,Male,Going ahead other,Car,Front,702,6
2005,35,8,Urban area,Kerb,Other permanent object,Entering roundabout,CITROEN,Male,Going ahead other,Car,Front,691,1
2005,80,4,Urban area,Kerb,Other permanent object,Cleared junction or waiting/parked at junction exit,FORD,Male,Going ahead right-hand bend,Car,Front,486,12
2005,53,7,Urban area,Kerb,Tree,Not at or within 20 metres of junction,HYUNDAI,Male,Going ahead other,Car,Offside,227,3
2005,36,1,Urban area,Bollard or refuge,Other permanent object,Not at or within 20 metres of junction,RENAULT,Female,Going ahead other,Car,Nearside,681,2
2005,35,1,Urban area,Bridge (side),Other permanent object,Not at or within 20 metres of junction,TOYOTA,Male,Going ahead right-hand bend,Car,Front,468,1
2005,52,10,Urban area,Bollard or refuge,Near/Offside crash barrier,Not at or within 20 metres of junction,VOLKSWAGEN,Male,Going ahead other,Car,Front,616,5
2005,52,2,Urban area,Kerb,Tree,Mid Junction - on roundabout or on main road,CITROEN,Male,Going ahead other,Van / Goods ,Nearside,542,6
2005,18,6,Rural,Kerb,Tree,Mid Junction - on roundabout or on main road,BMW,Male,Going ahead other,Car,Front,442,1
2005,31,9,Urban area,Kerb,Tree,Not at or within 20 metres of junction,FORD,Female,Going ahead left-hand bend,Car,Front,219,12
2005,72,10,Urban area,Bridge (side),Other permanent object,Not at or within 20 metres of junction,PEUGEOT,Male,Going ahead other,Car,Front,454,2
2005,28,11,Urban area,Parked vehicle,Other permanent object,Not at or within 20 metres of junction,ROVER,Female,Going ahead other,Car,Nearside,604,3
2005,26,1,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,HONDA,Male,Overtaking moving vehicle - offside,Motorcycle ,Nearside,138,8
2005,45,2,Urban area,Kerb,Other permanent object,Mid Junction - on roundabout or on main road,FORD,Male,Turning left,Car,Front,171,11
2005,51,4,Urban area,Kerb,Lamp post,Cleared junction or waiting/parked at junction exit,NISSAN,Female,Turning left,Car,Front,437,2
2005,31,3,Urban area,Kerb,Lamp post,Not at or within 20 metres of junction,FORD,Male,Going ahead other,Car,Nearside,783,12
2005,74,1,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,MAZDA,Male,Going ahead left-hand bend,Car,Front,618,3
2005,64,1,Rural,Kerb,Other permanent object,Not at or within 20 metres of junction,ROVER,Male,Going ahead right-hand bend,Car,Front,329,1
2005,74,7,Urban area,Kerb,Other permanent object,Leaving main road,HYUNDAI,Male,Going ahead other,Car,Front,734,5
2005,20,5,Urban area,Other object,Other permanent object,Approaching junction or waiting/parked at junction approach,FORD,Male,Going ahead other,Car,Front,347,0
2005,34,1,Urban area,Kerb,Central crash barrier,Not at or within 20 metres of junction,MITSUBISHI,Male,Going ahead left-hand bend,Car,Front,437,12
2005,36,9,Urban area,Bollard or refuge,Other permanent object,Mid Junction - on roundabout or on main road,RENAULT,Female,Overtaking moving vehicle - offside,Car,Front,229,11
2005,52,1,Small town,Central island of roundabout,Road sign or traffic signal,Entering roundabout,FORD,Male,Going ahead other,Car,Back,450,3
2005,76,10,Urban area,Other object,Near/Offside crash barrier,Entering from slip road,FIAT,Male,Going ahead other,Car,Front,565,11
2005,59,1,Urban area,Kerb,Entered ditch,Cleared junction or waiting/parked at junction exit,ALFA ROMEO,Male,Going ahead right-hand bend,Car,Did not impact,320,8
2005,54,4,Urban area,Bollard or refuge,Other permanent object,Not at or within 20 metres of junction,FORD,Female,Going ahead left-hand bend,Car,Nearside,392,5
2005,25,9,Urban area,Kerb,Near/Offside crash barrier,Cleared junction or waiting/parked at junction exit,FORD,Male,Going ahead right-hand bend,Car,Front,481,8
2005,58,7,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,ROVER,Female,Going ahead other,Car,Front,145,12
2005,50,6,Urban area,Bollard or refuge,Telegraph or electricity pole,Not at or within 20 metres of junction,PEUGEOT,Male,Going ahead other,Car,Front,333,0
2005,76,3,Urban area,Kerb,Other permanent object,Mid Junction - on roundabout or on main road,PEUGEOT,Male,Going ahead other,Car,Nearside,636,0
2005,32,6,Urban area,Kerb,Central crash barrier,Not at or within 20 metres of junction,RENAULT,Male,Going ahead other,Car,Back,429,6
2005,37,7,Urban area,Kerb,Tree,Entering roundabout,NISSAN,Male,Going ahead other,Car,Front,245,6
2005,34,17,Urban area,Bollard or refuge,Road sign or traffic signal,Not at or within 20 metres of junction,MERCEDES,Male,Going ahead other,Car,Front,427,6
2005,53,9,Urban area,Bollard or refuge,Other permanent object,Not at or within 20 metres of junction,ROVER,Male,Going ahead other,Car,Front,326,10
2005,56,16,Urban area,Bollard or refuge,Lamp post,Cleared junction or waiting/parked at junction exit,FORD,Male,Going ahead other,Car,Front,345,10
2005,27,2,Urban area,Bollard or refuge,Other permanent object,Cleared junction or waiting/parked at junction exit,TOYOTA,Male,Reversing,Car,Back,544,12
2005,69,9,Urban area,Kerb,Lamp post,Cleared junction or waiting/parked at junction exit,FORD,Male,Going ahead right-hand bend,Van / Goods ,Front,381,5
2005,41,3,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,CITROEN,Female,Going ahead other,Car,Offside,486,8
2005,46,1,Rural,Kerb,Other permanent object,Mid Junction - on roundabout or on main road,MAZDA,Female,Going ahead other,Car,Front,540,3
2005,47,3,Urban area,Kerb,Near/Offside crash barrier,Not at or within 20 metres of junction,CITROEN,Male,Going ahead other,Car,Offside,313,1
2005,70,9,Rural,Parked vehicle,Road sign or traffic signal,Not at or within 20 metres of junction,VOLVO,Male,Going ahead other,Car,Did not impact,309,4
2005,70,3,Urban area,Bollard or refuge,Other permanent object,Not at or within 20 metres of junction,NISSAN,Female,Going ahead other,Car,Front,334,11
2005,69,8,Small town,Other object,Tree,Not at or within 20 metres of junction,ROVER,Female,Going ahead other,Car,Front,532,8
2005,17,3,Urban area,Kerb,Other permanent object,Mid Junction - on roundabout or on main road,NISSAN,Male,Turning left,Car,Front,512,2
2005,61,3,Urban area,Parked vehicle,Lamp post,Not at or within 20 metres of junction,FORD,Male,Going ahead other,Car,Front,638,4
2005,23,2,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,HONDA,Male,Going ahead right-hand bend,Car,Nearside,704,6
2005,70,8,Urban area,Kerb,Telegraph or electricity pole,Not at or within 20 metres of junction,RENAULT,Male,Going ahead right-hand bend,Car,Front,765,1
2005,33,3,Rural,Kerb,Central crash barrier,Not at or within 20 metres of junction,RENAULT,Female,Going ahead other,Car,Front,366,7
2005,55,1,Urban area,Parked vehicle,Central crash barrier,Not at or within 20 metres of junction,PEUGEOT,Male,Changing lane to right,Car,Front,599,9
2005,58,2,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,MAZDA,Female,Overtaking moving vehicle - offside,Car,Front,135,2
2005,32,10,Urban area,Bollard or refuge,Road sign or traffic signal,Approaching junction or waiting/parked at junction approach,CITROEN,Male,Going ahead other,Car,Front,669,7
2005,43,3,Small town,Kerb,Near/Offside crash barrier,Not at or within 20 metres of junction,FIAT,Male,Going ahead right-hand bend,Car,Front,683,2
2005,27,10,Urban area,Kerb,Lamp post,Not at or within 20 metres of junction,ROVER,Male,Going ahead left-hand bend,Car,Offside,550,7
2005,75,1,Small town,Any animal (except ridden horse),Road sign or traffic signal,Not at or within 20 metres of junction,JAGUAR,Male,Going ahead other,Car,Front,604,2
2005,42,6,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,FORD,Male,Going ahead left-hand bend,Car,Front,588,12
2005,20,1,Small town,Bollard or refuge,Lamp post,Mid Junction - on roundabout or on main road,JAGUAR,Male,Overtaking moving vehicle - offside,Car,Front,793,0
2005,50,7,Small town,Kerb,Tree,Not at or within 20 metres of junction,FIAT,Male,Going ahead left-hand bend,Car,Front,463,1
2005,45,8,Rural,Kerb,Tree,Entering main road,ROVER,Male,Moving off,Car,Front,410,5
2005,55,4,Urban area,Any animal (except ridden horse),Other permanent object,Not at or within 20 metres of junction,SUZUKI,Male,Going ahead other,Motorcycle ,Offside,745,4
2005,66,1,Rural,Kerb,Telegraph or electricity pole,Mid Junction - on roundabout or on main road,LAND ROVER,Male,Going ahead right-hand bend,Car,Front,436,4
2005,48,3,Small town,Kerb,Other permanent object,Not at or within 20 metres of junction,RENAULT,Female,Going ahead left-hand bend,Car,Back,155,3
2005,75,10,Urban area,Bollard or refuge,Road sign or traffic signal,Cleared junction or waiting/parked at junction exit,FORD,Male,Going ahead other,Car,Offside,301,3
2005,75,7,Urban area,Kerb,Lamp post,Approaching junction or waiting/parked at junction approach,FORD,Female,Going ahead other,Car,Offside,520,12
2005,75,5,Urban area,Parked vehicle,Other permanent object,Not at or within 20 metres of junction,TOYOTA,Female,Going ahead right-hand bend,Car,Did not impact,147,6
2005,65,7,Small town,Kerb,Other permanent object,Not at or within 20 metres of junction,FIAT,Male,Going ahead right-hand bend,Car,Nearside,192,8
2005,48,1,Urban area,Kerb,Other permanent object,Cleared junction or waiting/parked at junction exit,CITROEN,Male,Going ahead other,Car,Front,468,2
2005,29,4,Urban area,Bollard or refuge,Near/Offside crash barrier,Approaching junction or waiting/parked at junction approach,NISSAN,Female,Going ahead other,Car,Offside,560,6
2005,72,15,Urban area,Parked vehicle,Lamp post,Leaving main road,RENAULT,Male,Going ahead other,Van / Goods ,Front,566,2
2005,76,8,Urban area,Bollard or refuge,Near/Offside crash barrier,Not at or within 20 metres of junction,FIAT,Male,Overtaking moving vehicle - offside,Car,Front,748,3
2005,80,7,Urban area,Other object,Other permanent object,Approaching junction or waiting/parked at junction approach,JAGUAR,Male,Going ahead other,Car,Offside,781,7
2005,62,2,Urban area,Bollard or refuge,Other permanent object,Mid Junction - on roundabout or on main road,FIAT,Female,Going ahead other,Car,Front,508,8
2005,33,6,Urban area,Kerb,Near/Offside crash barrier,Not at or within 20 metres of junction,FIAT,Male,Going ahead other,Car,Front,446,3
2005,43,5,Urban area,Bollard or refuge,Road sign or traffic signal,Mid Junction - on roundabout or on main road,NISSAN,Male,Going ahead other,Car,Nearside,420,1
2005,71,2,Urban area,Bollard or refuge,Lamp post,Mid Junction - on roundabout or on main road,PEUGEOT,Female,Going ahead other,Car,Offside,434,6
2005,68,5,Urban area,Kerb,Lamp post,Entering roundabout,NISSAN,Male,Going ahead other,Car,Offside,182,5
2005,42,3,Urban area,Kerb,Other permanent object,Approaching junction or waiting/parked at junction approach,HONDA,Male,Going ahead right-hand bend,Car,Front,255,2
2005,34,8,Urban area,Kerb,Lamp post,Not at or within 20 metres of junction,HONDA,Male,Going ahead other,Car,Front,483,5
2005,70,1,Urban area,Parked vehicle,Telegraph or electricity pole,Not at or within 20 metres of junction,MERCEDES,Male,Going ahead left-hand bend,Van / Goods ,Front,174,3
2005,53,6,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,NISSAN,Male,Going ahead other,Car,Front,153,0
2005,25,1,Urban area,Other object,Near/Offside crash barrier,Not at or within 20 metres of junction,PEUGEOT,Male,Slowing or stopping,Car,Back,437,4
2005,61,1,Urban area,Central island of roundabout,Other permanent object,Mid Junction - on roundabout or on main road,MERCEDES,Male,Going ahead other,Van / Goods ,Front,589,5
2005,61,6,Urban area,Bollard or refuge,Central crash barrier,Approaching junction or waiting/parked at junction approach,RENAULT,Male,Going ahead other,Car,Front,723,4
2005,21,1,Urban area,Kerb,Other permanent object,Entering roundabout,CITROEN,Male,Going ahead left-hand bend,Car,Did not impact,312,9
2005,52,5,Urban area,Bollard or refuge,Other permanent object,Approaching junction or waiting/parked at junction approach,CITROEN,Female,Waiting to go - held up,Car,Back,734,2
2005,52,1,Urban area,Bollard or refuge,Central crash barrier,Not at or within 20 metres of junction,BMW,Female,Going ahead other,Car,Offside,332,1
2005,55,5,Urban area,Bollard or refuge,Central crash barrier,Not at or within 20 metres of junction,ROVER,Female,Changing lane to right,Car,Offside,453,3
2005,22,7,Urban area,Kerb,Tree,Not at or within 20 metres of junction,ROVER,Male,Going ahead other,Car,Front,147,8
2005,27,1,Urban area,Kerb,Tree,Cleared junction or waiting/parked at junction exit,FORD,Male,Moving off,Car,Front,564,5
2005,42,9,Urban area,Kerb,Other permanent object,Leaving roundabout,RENAULT,Male,Going ahead other,Van / Goods ,Front,129,1
2005,68,11,Urban area,Kerb,Road sign or traffic signal,Not at or within 20 metres of junction,ROVER,Male,Going ahead left-hand bend,Car,Front,772,9
2005,37,10,Urban area,Kerb,Other permanent object,Cleared junction or waiting/parked at junction exit,FIAT,Male,Going ahead other,Car,Front,181,8
2005,45,7,Urban area,Kerb,Road sign or traffic signal,Mid Junction - on roundabout or on main road,NISSAN,Male,Going ahead other,Car,Front,451,4
2005,25,6,Urban area,Kerb,Road sign or traffic signal,Mid Junction - on roundabout or on main road,FORD,Male,Going ahead other,Van / Goods ,Nearside,150,5
2005,22,16,Urban area,Kerb,Other permanent object,Approaching junction or waiting/parked at junction approach,NISSAN,Male,Overtaking moving vehicle - offside,Car,Front,403,10
2005,47,5,Urban area,Kerb,Other permanent object,Mid Junction - on roundabout or on main road,ROVER,Male,Going ahead other,Car,Front,281,4
2005,37,7,Urban area,Bollard or refuge,Lamp post,Entering roundabout,MITSUBISHI,Male,Going ahead other,Car,Nearside,316,6
2005,20,3,Urban area,Kerb,Road sign or traffic signal,Mid Junction - on roundabout or on main road,CITROEN,Female,Going ahead other,Car,Offside,222,11
2005,30,4,Urban area,Kerb,Road sign or traffic signal,Approaching junction or waiting/parked at junction approach,TOYOTA,Male,Parked,Taxi/Private hire car,Back,410,5
